Function,Gene
GO:0035805,5016
GO:0098595,5016
GO:0030294,8692
GO:0070295,8692
GO:0009386,10131
GO:1901856,10131
GO:1903751,10131
GO:1903721,7186
GO:0014822,2294
GO:0030323,2294
GO:0048371,2294
GO:0048613,2294
GO:0060446,2294
GO:0060461,2294
GO:1901491,2296
GO:1901534,2296
GO:1902038,2296
GO:1902257,2296
GO:0007495,2300
GO:0010650,288
GO:0072660,288
GO:1900827,288
GO:0097025,1739
GO:0008995,5511
GO:0016320,662
GO:1990144,664
GO:0001640,2899
GO:1904268,7074
GO:2000050,7074
GO:1900139,22925
GO:0032514,9472
GO:0060215,6789
GO:0060800,6789
GO:0007014,22954
GO:1903883,22954
GO:1903886,22954
GO:0004595,80347
GO:0090158,10345
GO:1901846,10345
GO:0044268,31
GO:0031545,64714
GO:0034440,7941
GO:0034441,7941
GO:0031685,7375
GO:2000706,5978
GO:2000740,5978
GO:2000798,5978
GO:0009631,5562
GO:0046318,5562
GO:1901563,5562
GO:2001274,5562
GO:0030264,23435
GO:0035061,23435
GO:0071765,23435
GO:0033260,29935
GO:0070236,8772
GO:2000454,8772
GO:0019471,10549
GO:0030821,5598
GO:0070377,5598
GO:2001271,5062
GO:0015361,9058
GO:0034515,5708
GO:1901208,6909
GO:1901211,6909
GO:0036494,5611
GO:1904030,5611
GO:0000272,1118
GO:0008843,1118
GO:0023030,3824
GO:0060825,9241
GO:0090193,9241
GO:2000313,9241
GO:0038037,2911
GO:0038038,2911
GO:0038042,2911
GO:0060564,4085
GO:0001785,5729
GO:0004956,5729
GO:0035851,10155
GO:0043045,10155
GO:0007538,2516
GO:0001575,1201
GO:0015809,1201
GO:0035752,1201
GO:0045358,9111
GO:1902524,9111
GO:0002277,6504
GO:0035744,6504
GO:1902714,6504
GO:1990031,8514
GO:0003401,5754
GO:0017130,8761
GO:0071500,472
GO:0072434,472
GO:0097694,472
GO:0097695,472
GO:1904262,472
GO:1904358,472
GO:1904884,472
GO:0051972,472
GO:0021722,8941
GO:0051400,638
GO:0014064,1395
GO:0035482,1395
GO:0043404,1395
GO:2000293,1395
GO:1902499,9112
GO:1903758,1487
GO:0004119,5140
GO:1902605,5082
GO:0046958,23542
GO:0016423,6894
GO:0031477,4647
GO:0051904,4647
GO:1990435,4647
GO:0031371,387522
GO:0031371,7335
GO:0003957,23530
GO:0051351,7518
GO:1900186,9094
GO:2001287,9094
GO:0071578,25800
GO:0044322,10956
GO:1904380,10956
GO:0034241,8754
GO:0032011,4650
GO:0002930,2301
GO:1902747,2301
GO:0003383,6093
GO:1901382,7855
GO:0098640,8174
GO:0035655,8809
GO:0042008,8809
GO:0003190,4089
GO:0003251,4089
GO:0030616,4089
GO:0048859,4089
GO:0051797,4089
GO:0061040,4089
GO:0009301,6618
GO:0039535,330
GO:1902443,329
GO:1902959,8301
GO:1902961,8301
GO:1902963,8301
GO:0044088,4534
GO:0044753,8878
GO:0044754,8878
GO:0017040,427
GO:0005253,363
GO:0015112,363
GO:0015706,363
GO:0060545,8737
GO:0070926,8737
GO:0097343,8737
GO:1901026,8737
GO:0014733,816
GO:0060341,817
GO:1901725,817
GO:1902306,817
GO:0035881,4760
GO:0035883,4760
GO:0060730,4760
GO:0003127,5311
GO:0048763,5311
GO:0071458,5311
GO:0072208,5311
GO:0072214,5311
GO:0072219,5311
GO:0072235,5311
GO:0035511,6996
GO:0052825,3705
GO:0052830,3705
GO:0052831,3705
GO:0052835,3705
GO:0071146,22938
GO:0046834,8525
GO:1990256,9037
GO:2000645,8898
GO:1904562,8897
GO:0001831,8452
GO:0031208,8452
GO:0072576,8452
GO:0032978,6557
GO:0090312,1859
GO:0042356,7264
GO:0050577,7264
GO:0005119,5727
GO:0021532,5727
GO:0021997,5727
GO:0097108,5727
GO:0010972,2273
GO:0019969,3587
GO:1900075,5913
GO:1901626,5913
GO:0016362,93
GO:0015926,7841
GO:0005854,4666
GO:1901227,4666
GO:1901228,4666
GO:0000347,8563
GO:0046784,8563
GO:0043331,5366
GO:0008057,357
GO:0032401,357
GO:0043482,357
GO:0047391,5168
GO:0004490,549
GO:0071049,23404
GO:0071051,23404
GO:0044214,659
GO:0071387,687
GO:0070816,2967
GO:0050992,3422
GO:0002051,860
GO:0019908,8621
GO:1902495,1258
GO:0002152,570
GO:0016410,570
GO:0047963,570
GO:0052817,570
GO:1901355,3184
GO:1904383,3184
GO:1904586,3184
GO:1990828,3184
GO:0021541,7804
GO:0042033,3606
GO:0042094,3606
GO:0042231,3606
GO:0042253,3606
GO:0002058,1807
GO:0002059,1807
GO:0004157,1807
GO:0019482,1807
GO:0016011,1605
GO:0016340,1605
GO:0021682,1605
GO:0003165,1829
GO:0000448,23246
GO:0019694,9817
GO:0070202,23514
GO:0032066,7486
GO:0040009,7486
GO:1904530,1400
GO:0016150,3396
GO:0072344,3396
GO:0051293,1778
GO:0045523,10148
GO:1900260,1974
GO:0097581,2017
GO:0036475,2021
GO:1901300,2021
GO:1902992,2319
GO:1903905,2319
GO:0034114,2319
GO:0034139,2319
GO:0046596,7706
GO:1902186,7706
GO:0010752,2185
GO:0030826,2185
GO:0032960,2185
GO:0042976,2185
GO:0033867,10922
GO:0055120,2483
GO:0003150,2535
GO:0030731,2593
GO:1990402,2593
GO:0003974,2582
GO:0003978,2582
GO:0010934,2621
GO:1900142,2621
GO:2000533,2621
GO:0001641,2912
GO:0035032,8678
GO:0071275,8678
GO:1902425,8678
GO:1903599,8678
GO:0021557,3280
GO:0021558,3280
GO:0021575,3280
GO:0042668,3280
GO:0045977,3280
GO:0060164,3280
GO:0061009,3280
GO:0061106,3280
GO:0071820,3280
GO:0072141,3280
GO:0072282,3280
GO:2000227,3280
GO:0071207,7884
GO:0007321,10876
GO:0019828,10406
GO:0086043,6331
GO:0086048,6331
GO:0086060,6331
GO:0086061,6331
GO:0086063,6331
GO:1903045,10371
GO:0000822,3710
GO:0046022,10795
GO:0016539,3549
GO:0039530,3661
GO:0016441,9698
GO:0060964,9698
GO:0045875,9700
GO:0051307,9700
GO:1901970,9700
GO:0070975,9656
GO:2000393,23189
GO:0018200,9654
GO:0070739,9654
GO:0030893,8243
GO:0036033,8243
GO:0000811,9837
GO:1902983,9837
GO:0017177,23193
GO:0033919,23193
GO:0032596,23180
GO:0032620,23180
GO:0032182,3745
GO:1900454,3745
GO:2000671,3745
GO:0008493,10227
GO:0015904,10227
GO:0017174,27232
GO:0023057,9961
GO:0050436,4052
GO:0045137,84733
GO:0039650,841
GO:0097199,841
GO:0031417,122830
GO:0010855,2917
GO:0031279,2917
GO:0047127,1428
GO:0014705,4607
GO:0032971,4607
GO:0032440,22949
GO:0036132,22949
GO:0047522,22949
GO:0030110,3810
GO:0031291,3837
GO:0061673,4926
GO:0036396,9589
GO:0002036,4735
GO:0030624,9733
GO:1903586,9733
GO:0071002,9733
GO:0005691,9733
GO:0000797,9918
GO:0085032,10318
GO:0002038,23204
GO:1990809,23204
GO:0061646,22930
GO:1903061,22930
GO:1903373,22930
GO:0004824,3735
GO:0006430,3735
GO:0032388,23209
GO:0021685,9928
GO:1903047,9928
GO:1903429,9928
GO:1902519,9928
GO:1904209,10631
GO:0033615,5018
GO:0097031,5018
GO:0005969,8411
GO:0016189,8411
GO:0045029,5031
GO:0001914,177
GO:0050785,177
GO:0051595,177
GO:0070379,177
GO:0072714,177
GO:2000514,177
GO:0002644,5133
GO:0004740,5163
GO:0097411,5163
GO:0010565,5164
GO:0005914,5239
GO:0004631,10654
GO:0089700,5587
GO:0035735,5108
GO:0010124,5446
GO:0018733,5446
GO:0047856,5446
GO:0090219,5525
GO:0051388,5526
GO:0071344,5464
GO:0030472,5524
GO:0034213,23475
GO:0061026,2066
GO:0016279,3662
GO:0018022,3662
GO:0045368,3662
GO:0045622,3662
GO:0034243,10771
GO:0039694,5093
GO:0016031,9804
GO:0030943,9804
GO:0070096,9804
GO:2000446,284
GO:0000246,1718
GO:0050614,1718
GO:0010835,9933
GO:0000711,6847
GO:0035092,6847
GO:0051878,6847
GO:0003140,6469
GO:0007228,6469
GO:0014858,6469
GO:0043369,6469
GO:0060439,6469
GO:0060458,6469
GO:0060459,6469
GO:0060516,6469
GO:0060685,6469
GO:0060782,6469
GO:0060783,6469
GO:0061189,6469
GO:0080125,6469
GO:1900175,6469
GO:2000062,6469
GO:2000063,6469
GO:2000357,6469
GO:2000358,6469
GO:2000729,6469
GO:0021610,6495
GO:0061055,6495
GO:0061197,6495
GO:0072172,6495
GO:0055087,6499
GO:2001065,2220
GO:0004341,9104
GO:1903011,9104
GO:1903611,9104
GO:1903625,9104
GO:1903629,9104
GO:1903634,9104
GO:0000296,6879
GO:0032208,7014
GO:1903770,7014
GO:1903824,7014
GO:1904017,10499
GO:0030423,6895
GO:0035068,6895
GO:0070578,6895
GO:0002154,5469
GO:0048822,5469
GO:0050693,5469
GO:0060900,7291
GO:2000793,7291
GO:2000802,7291
GO:0030981,22919
GO:1903033,22919
GO:1904527,22919
GO:0001632,1241
GO:0031773,3814
GO:0060112,3814
GO:0000252,50814
GO:0047012,50814
GO:0004687,4638
GO:0014820,4638
GO:0033005,10666
GO:0000435,8648
GO:1900224,4087
GO:0001710,4086
GO:0000254,6307
GO:0042275,7336
GO:0036399,6794
GO:0097484,6794
GO:0001909,6813
GO:0030348,6813
GO:1903531,9341
GO:0071478,10974
GO:0033034,9370
GO:0045923,9370
GO:0070994,9370
GO:0090317,9370
GO:2000478,9370
GO:2000534,9370
GO:2000590,9370
GO:0051656,537
GO:2001135,9230
GO:0004174,2110
GO:0043783,2110
GO:0007624,10495
GO:0003977,6675
GO:1902037,4780
GO:1903788,4780
GO:0019056,4916
GO:0048691,4916
GO:0015014,2131
GO:0033692,2131
GO:0042328,2131
GO:0050508,2131
GO:0050509,2131
GO:0002637,5585
GO:0003026,40
GO:0004744,6121
GO:0052884,6121
GO:0052885,6121
GO:0009785,1407
GO:0009882,1407
GO:0003904,1407
GO:0003914,1407
GO:0019185,6617
GO:1990565,11140
GO:0072537,3605
GO:0002372,814
GO:0032812,9607
GO:0015870,6572
GO:0002462,719
GO:0004876,719
GO:0000492,6880
GO:0010722,2395
GO:0018283,2395
GO:0034986,2395
GO:0051349,2395
GO:1904231,2395
GO:1904234,2395
GO:0071329,10203
GO:0002828,1893
GO:2000404,1893
GO:0004059,15
GO:0060175,4915
GO:0032028,6804
GO:0047184,6901
GO:0008116,5740
GO:0010092,10716
GO:1902667,10716
GO:0021502,3091
GO:0051541,3091
GO:0071250,3091
GO:0072347,3091
GO:1903928,3091
GO:1902613,269
GO:1990262,269
GO:1990272,269
GO:0060678,2297
GO:0072076,2297
GO:0072210,2297
GO:0072213,2297
GO:0072267,2297
GO:0046466,1545
GO:0008670,1666
GO:0034516,8942
GO:0097053,8942
GO:0006679,7357
GO:0008120,7357
GO:0035928,7263
GO:0051029,7263
GO:0016603,25797
GO:0017186,25797
GO:0006575,883
GO:0047312,883
GO:0047945,883
GO:0006185,2987
GO:0046054,2987
GO:0046711,2987
GO:1901006,4704
GO:0072592,10873
GO:0017090,4224
GO:0036060,5800
GO:0006218,7378
GO:0006040,6483
GO:1990502,5798
GO:0032557,7360
GO:0004138,1716
GO:0008617,1716
GO:0046070,1716
GO:0046122,1716
GO:0042624,9296
GO:0071299,4056
GO:0000097,1036
GO:0017172,1036
GO:0019451,1036
GO:0042412,1036
GO:0003851,7368
GO:0006682,7368
GO:0008489,7368
GO:0047263,7368
GO:0098625,7296
GO:0098626,7296
GO:0071139,348654
GO:0036294,80315
GO:0097196,125150
GO:0015355,159963
GO:0042743,90527
GO:2000609,90527
GO:1902225,153218
GO:0032798,375757
GO:0002429,4277
GO:0032815,100507436
GO:0072092,55083
GO:1901738,91464
GO:0048058,340273
GO:0021956,79600
GO:1904356,80169
GO:0010521,80169
GO:0018406,23333
GO:0019323,729020
GO:0004377,440138
GO:0060404,124602
GO:0070462,124602
GO:0019318,80201
GO:0010106,3077
GO:1904283,3077
GO:1990641,3077
GO:2000272,3077
GO:2001186,3077
GO:0002528,91807
GO:0008444,9489
GO:0019797,64175
GO:0052906,57570
GO:0070901,57570
GO:0043250,345274
GO:0043251,345274
GO:0070197,283129
GO:0047734,56985
GO:0034012,26007
GO:0050354,26007
GO:1901096,4943
GO:0070863,161291
GO:0021830,200894
GO:0071412,167127
GO:0003976,79158
GO:0016256,79158
GO:0035740,163747
GO:0005280,153201
GO:0015187,153201
GO:0015816,153201
GO:0006393,80298
GO:2000118,1408
GO:0000719,1408
GO:0061511,26005
GO:0034066,57589
GO:1903363,57589
GO:2000193,151176
GO:1904158,54768
GO:1990718,54768
GO:0003356,55036
GO:0016878,197322
GO:0090409,197322
GO:0090410,197322
GO:0010172,50937
GO:0014816,50937
GO:0034767,196527
GO:0097045,196527
GO:1902304,196527
GO:0050429,23007
GO:0097254,9356
GO:1903012,338773
GO:0003365,154796
GO:0043532,154796
GO:1904761,27250
GO:0043970,200186
GO:0004366,84803
GO:0061526,80736
GO:0010847,84875
GO:1900045,84875
GO:0001729,55750
GO:0046486,55750
GO:0047620,55750
GO:0044547,6419
GO:0046975,6419
GO:0097676,6419
GO:2001034,6419
GO:2001251,6419
GO:0017065,23583
GO:0001187,9014
GO:0001189,9014
GO:0070860,9014
GO:0016722,79901
GO:0030892,151246
GO:0061668,84769
GO:1990923,91646
GO:0001207,676
GO:0051039,676
GO:0010025,158833
GO:0047196,158833
GO:0103095,158833
GO:0086069,100526835
GO:0086069,51086
GO:0000294,80149
GO:1903936,80149
GO:1904628,80149
GO:1904637,80149
GO:1990869,80149
GO:2000627,80149
GO:0010883,4232
GO:1903445,353116
GO:0033862,129607
GO:0010457,151648
GO:1902093,338879
GO:0051267,54872
GO:0016926,143684
GO:0016929,143684
GO:0102005,84274
GO:0050561,124454
GO:0070127,124454
GO:0048856,139285
GO:1904713,139285
GO:0042774,388753
GO:0070143,57505
GO:0040032,2778
GO:2000828,2778
GO:0009756,81035
GO:0009124,377841
GO:0009133,377841
GO:0050912,338557
GO:0070822,84312
GO:0071633,340485
GO:0090285,340485
GO:0031125,118460
GO:0045006,118460
GO:0032473,120892
GO:0034211,120892
GO:0035564,120892
GO:0035751,120892
GO:0036479,120892
GO:1902823,120892
GO:1903125,120892
GO:1903217,120892
GO:1904887,120892
GO:2000469,120892
GO:0030473,199953
GO:0019799,79969
GO:0071929,79969
GO:0097427,79969
GO:0004569,79694
GO:0097298,50809
GO:1900108,168002
GO:0090205,26119
GO:0051731,79707
GO:1901668,23334
GO:0002495,220972
GO:0036313,222584
GO:1902108,117145
GO:0032290,400746
GO:0044313,23252
GO:0050347,23590
GO:0000010,23590
GO:0005124,5174
GO:2000057,6425
GO:0051684,57584
GO:0046177,414328
GO:0046316,414328
GO:0030242,91452
GO:0035973,91452
GO:0061355,79971
GO:0061357,79971
GO:1902387,80772
GO:1902388,80772
GO:1902389,80772
GO:2000981,388585
GO:0005600,1305
GO:0010587,23318
GO:0005879,22832
GO:1904428,10129
GO:0009259,79621
GO:0002635,149041
GO:0045623,149041
GO:0006174,221264
GO:0006186,221264
GO:0006756,221264
GO:0006757,221264
GO:0061508,221264
GO:0061565,221264
GO:0061566,221264
GO:0061567,221264
GO:0061568,221264
GO:0061569,221264
GO:0061570,221264
GO:0061571,221264
GO:0072675,9644
GO:0001534,345895
GO:0045053,55187
GO:0032053,9696
GO:0000938,55275
GO:1990745,55275
GO:0008940,64757
GO:0042126,64757
GO:0051410,64757
GO:0035608,84871
GO:0035598,54901
GO:0035600,54901
GO:0061712,54901
GO:1990145,54901
GO:0035522,114803
GO:0035523,55432
GO:1904265,55432
GO:1990167,55432
GO:1990168,55432
GO:0006480,149281
GO:0071885,149281
GO:0031981,90523
GO:0021814,153090
GO:0043553,153090
GO:0044301,153090
GO:1990032,153090
GO:2000599,153090
GO:0032561,10325
GO:0034448,10325
GO:1990131,10325
GO:0070140,10208
GO:0043221,11044
GO:0044284,125988
GO:0004061,125061
GO:2000051,57674
GO:0001920,55435
GO:0048871,23371
GO:2000507,284207
GO:0047144,254531
GO:0047166,254531
GO:0047192,254531
GO:0071617,254531
GO:0008823,55240
GO:0016723,55240
GO:0052851,55240
GO:0097461,55240
GO:0010848,55201
GO:0009794,1877
GO:0039689,55054
GO:0015019,138050
GO:0031870,23322
GO:0043584,23322
GO:0038018,54894
GO:0070876,65123
GO:0001674,431707
GO:0047134,64359
GO:0061339,146206
GO:2000119,6424
GO:0060473,431705
GO:0070001,431705
GO:0070002,431705
GO:0000446,80145
GO:0032418,55004
GO:0060620,55004
GO:0047962,10249
GO:0033011,164684
GO:0035039,164684
GO:0000453,79922
GO:0070039,79922
GO:0060296,126731
GO:1990755,126731
GO:0045218,144100
GO:0060672,79977
GO:0090132,79977
GO:0015368,80024
GO:0086038,80024
GO:0032116,25836
GO:0048638,25836
GO:1990009,392255
GO:0033842,283358
GO:0038203,79899
GO:0031549,23105
GO:0006211,54790
GO:0060912,26011
GO:0043734,121642
GO:0051747,121642
GO:0005225,80131
GO:0098633,150356
GO:1904027,150356
GO:0051786,54884
GO:0008287,57718
GO:0080163,57718
GO:1902504,60561
GO:0043541,133688
GO:0071567,402682
GO:0003860,26275
GO:1902531,129138
GO:0018395,23210
GO:0033746,23210
GO:0033749,23210
GO:0070078,23210
GO:0070079,23210
GO:0070815,23210
GO:0031119,285367
GO:0097006,10162
GO:0001579,10999
GO:0016427,55798
GO:0001129,6873
GO:0001075,6873
GO:0018773,81889
GO:0034545,81889
GO:0047621,81889
GO:0034224,55630
GO:1990697,147111
GO:1990699,147111
GO:0071072,376497
GO:0047933,283209
GO:2001162,9646
GO:1902684,254263
GO:1903743,254263
GO:2000233,55164
GO:0050560,55157
GO:0070145,55157
GO:0090651,4648
GO:1904970,4648
GO:0031380,167153
GO:0051051,50852
GO:0051119,155184
GO:1990716,200162
GO:0055090,116519
GO:0060229,116519
GO:0006598,196743
GO:0009446,196743
GO:0046203,196743
GO:0046208,196743
GO:0046592,196743
GO:0052899,196743
GO:0052901,196743
GO:0052902,196743
GO:0052903,196743
GO:0052904,196743
GO:1901307,196743
GO:0033299,388552
GO:0043143,353238
GO:0097442,57282
GO:0006664,79070
GO:0046527,79070
GO:0097033,790955
GO:0048302,9466
GO:0046755,90678
GO:0031259,388325
GO:0097020,113419
GO:0097224,256710
GO:0016901,79802
GO:2000389,10562
GO:0070169,401138
GO:0070175,401138
GO:0002710,339390
GO:0044090,57535
GO:0002414,146894
GO:0050746,55908
GO:0002765,53833
GO:0032474,121227
GO:0021859,137970
GO:0045898,55729
GO:0010164,120227
GO:0044726,359787
GO:0000415,54880
GO:0065001,54880
GO:0070171,54880
GO:0051438,440590
GO:0060648,25928
GO:0015196,120103
GO:0047315,56267
GO:0016269,192134
GO:0047223,192134
GO:0047224,192134
GO:0071402,284266
GO:0046624,201305
GO:0070287,286133
GO:0035574,80853
GO:0035575,80853
GO:0046485,392636
GO:0050479,392636
GO:0090207,22863
GO:0015819,54896
GO:0080144,54896
GO:0055107,92558
GO:0004068,339896
GO:0004782,339896
GO:0086019,388591
GO:1901207,388591
GO:1903954,388591
GO:0035101,253714
GO:2000465,89801
GO:0042048,130507
GO:0071596,130507
GO:0061182,100533183
GO:0061182,144347
GO:0061572,100533183
GO:0061572,144347
GO:0051648,91978
GO:0034154,118788
GO:1901858,219736
GO:1902882,219736
GO:1904120,219736
GO:0044715,79873
GO:0044716,79873
GO:0044717,79873
GO:0046057,79873
GO:0046067,79873
GO:0046712,79873
GO:0098797,148738
GO:0030368,400935
GO:0000416,22976
GO:1902911,152110
GO:1902808,252983
GO:1905090,54832
GO:0035616,25862
GO:0019785,124739
GO:0000095,115286
GO:0015805,115286
GO:1901962,115286
GO:0047238,337876
GO:0050510,337876
GO:2001178,81857
GO:0005338,11046
GO:0015165,11046
GO:0090481,11046
GO:1901264,11046
GO:0016653,1355
GO:0002718,9865
GO:0000964,54931
GO:0009019,54931
GO:0001537,83539
GO:0047756,83539
GO:0033345,80150
GO:1902775,22907
GO:0002183,10480
GO:0016073,56257
GO:0040031,56257
GO:0045203,84895
GO:1904263,10670
GO:0001949,79152
GO:0030258,79152
GO:0080132,79152
GO:0044275,55556
GO:0050023,55556
GO:0000963,60493
GO:0017178,89978
GO:0019319,51363
GO:0050659,51363
GO:0009200,50484
GO:0004394,9653
GO:0008459,9469
GO:0050698,9469
GO:0097476,167826
GO:0035992,642658
GO:0001582,83756
GO:1903767,83756
GO:0033041,83756
GO:0046403,54840
GO:0098506,54840
GO:0002940,81627
GO:0039507,56829
GO:0010635,55022
GO:0070346,55022
GO:2001170,55022
GO:0060721,203447
GO:0001147,23064
GO:0060566,23064
GO:2000806,23064
GO:0071547,143689
GO:0071660,57506
GO:0001581,342372
GO:0034703,342372
GO:0033040,342372
GO:0031592,23332
GO:0060027,27031
GO:0071908,27031
GO:0071909,27031
GO:2000095,27031
GO:2000167,27031
GO:2000346,55679
GO:0021509,151449
GO:2001051,151449
GO:0050038,51181
GO:0002178,51125
GO:0018230,51125
GO:0031228,51125
GO:0016503,317705
GO:1900248,132864
GO:2000632,144233
GO:0018025,79823
GO:0090311,200734
GO:1902367,441478
GO:0061379,83741
GO:0002100,134637
GO:0052717,134637
GO:0052718,134637
GO:0043271,54899
GO:0033315,346673
GO:0008427,55450
GO:0055113,1954
GO:0000789,10361
GO:0097543,284086
GO:0060280,344758
GO:0002094,79947
GO:0070506,286676
GO:0060481,9719
GO:0051697,84971
GO:0000215,83707
GO:0018023,84193
GO:0018027,84193
GO:0097428,122961
GO:1990744,56339
GO:0022607,8861
GO:0043973,8861
GO:0002949,79693
GO:0005451,133308
GO:0001672,11011
GO:0034040,26154
GO:0035627,26154
GO:0002071,137964
GO:0006931,50624
GO:0032023,50624
GO:0035303,23293
GO:0030827,79849
GO:0035003,79849
GO:0030729,65985
GO:0097003,79602
GO:0021503,7798
GO:0043262,284439
GO:0000026,80235
GO:1904219,256987
GO:1904222,256987
GO:0070856,128239
GO:0015307,146802
GO:0000814,51028
GO:0043328,51028
GO:0070695,84376
GO:0047493,259230
GO:1901991,131601
GO:0052907,79066
GO:0004649,670
GO:0004649,8505
GO:0047658,670
GO:2000212,85300
GO:0004458,197257
GO:0032608,340061
GO:0035438,340061
GO:0061507,340061
GO:0051177,84072
GO:0060629,84072
GO:0060856,51599
GO:1904274,51599
GO:0034970,10498
GO:0034971,10498
GO:0035642,10498
GO:1902415,10498
GO:0000257,4817
GO:0008700,112817
GO:0033609,112817
GO:0046105,200895
GO:2000494,100302736
GO:2000494,353376
GO:0061618,80144
GO:2000659,7444
GO:0098542,375387
GO:0009071,55258
GO:0046360,55258
GO:0004795,55258
GO:0009088,55258
GO:0035256,9456
GO:0048875,9456
GO:2001257,9456
GO:0047874,57171
GO:1903452,84440
GO:0015141,284111
GO:0071422,284111
GO:0035696,120425
GO:0098562,64926
GO:0031084,79803
GO:0030313,388697
GO:0003311,222546
GO:0090104,222546
GO:0032003,282618
GO:0043381,282618
GO:0034342,163702
GO:0016896,167227
GO:0071622,57118
GO:1900170,153222
GO:1902213,153222
GO:0048792,91683
GO:0035478,338328
GO:0071503,338328
GO:0090321,338328
GO:0031001,283987
GO:1990512,139135
GO:0017071,1262
GO:0009236,166785
GO:0003025,89797
GO:0021563,89797
GO:0021564,89797
GO:0009914,114571
GO:0015636,114571
GO:0015913,114571
GO:0008887,132158
GO:0048073,124976
GO:0047453,55739
GO:0052855,55739
GO:0043063,56155
GO:1903527,23207
GO:0070861,9648
GO:0071955,9648
GO:0060590,9024
GO:1904152,9024
GO:0070853,22853
GO:0014846,55959
GO:0030201,55959
GO:0071233,197131
GO:0015993,137872
GO:0047988,137872
GO:0006670,130367
GO:0070780,130367
GO:0051877,55212
GO:0032386,23286
GO:0002295,161882
GO:0003195,161882
GO:0045403,161882
GO:0060377,161882
GO:1990166,55719
GO:1903828,58476
GO:0017136,22933
GO:0034979,22933
GO:0042903,22933
GO:0046970,22933
GO:0061433,22933
GO:0070446,22933
GO:0090042,22933
GO:0097456,22933
GO:1900425,22933
GO:2000777,22933
GO:0035517,171023
GO:0036179,56975
GO:0051174,56975
GO:0072590,284716
GO:0060330,83666
GO:1904733,254013
GO:1904736,254013
GO:1900111,63946
GO:1900114,63946
GO:0070940,79871
GO:0000803,23137
GO:0051984,23137
GO:0036372,90410
GO:0008650,117246
GO:0016435,117246
GO:0033557,84464
GO:0072429,84464
GO:0048257,84464
GO:1990074,129563
GO:0000958,6832
GO:0000962,6832
GO:0000965,6832
GO:0034458,6832
GO:0035945,6832
GO:0035946,6832
GO:0045025,6832
GO:0070827,6832
GO:2000827,6832
GO:0001927,149371
GO:0016300,152992
GO:0097310,55783
GO:0051562,221154
GO:1990246,221154
GO:0060294,54777
GO:0036351,165918
GO:0036352,165918
GO:0003431,85301
GO:0031087,196513
GO:0001560,93649
GO:0035886,93649
GO:0043954,93649
GO:1900239,93649
GO:2000724,93649
GO:0021873,259266
GO:0045769,259266
GO:0051445,259266
GO:0047757,92126
GO:0002121,84623
GO:1900223,10347
GO:1901076,10347
GO:0050201,197258
GO:0097231,79582
GO:0004474,171425
GO:0048698,23111
GO:0031937,57708
GO:0021686,51286
GO:0021933,51286
GO:0070267,114908
GO:1902410,116840
GO:0035844,54806
GO:0039008,54806
GO:0039023,54806
GO:0070121,54806
GO:0004042,162417
GO:0003991,162417
GO:2000003,57805
GO:0061400,79800
GO:0048611,6293
GO:0097309,23070
GO:0009328,57470
GO:1904694,9732
GO:0043383,387357
GO:1901625,284254
GO:0031309,163183
GO:0044732,163183
GO:0071790,163183
GO:1903087,163183
GO:1990608,163183
GO:0071914,150696
GO:0008808,201164
GO:0030719,201164
GO:0035755,201164
GO:0006660,26090
GO:0048789,22871
GO:0097115,22871
GO:2000302,22871
GO:0090038,23171
GO:0032458,85377
GO:0035750,64398
GO:0036157,51314
GO:0097598,51314
GO:0098742,53834
GO:0014034,6422
GO:0022601,6422
GO:0044345,6422
GO:0090246,6422
GO:2000041,6422
GO:2000054,6422
GO:2000080,6422
GO:0030735,138199
GO:0035498,138199
GO:0007291,374768
GO:0008728,374659
GO:0008893,374659
GO:0015969,374659
GO:0045041,131474
GO:0031543,55239
GO:0031544,55239
GO:0055082,23038
GO:0047277,26301
GO:0030223,84522
GO:0047536,51166
GO:0008310,254528
GO:0047408,255043
GO:0047409,255043
GO:0022803,160728
GO:0047237,55454
GO:0050652,55454
GO:0050653,55454
GO:0090220,147872
GO:0004904,58985
GO:0010869,81573
GO:2000209,81573
GO:0003247,51548
GO:0005724,51548
GO:0046969,51548
GO:0061647,51548
GO:1990619,51548
GO:0055105,1029
GO:1903051,1029
GO:0003353,284076
GO:0061501,115004
GO:0016891,284131
GO:0051204,285521
GO:1904106,257629
GO:0038101,199699
GO:0070060,133746
GO:0017188,339983
GO:0004778,122970
GO:0032788,122970
GO:0032789,122970
GO:0043648,122970
GO:1901028,284114
GO:1990379,84879
GO:0071546,163589
GO:0060887,126695
GO:0019172,347862
GO:0034649,221656
GO:0021528,374946
GO:0035251,56983
GO:0009644,112724
GO:0030547,255738
GO:0032802,255738
GO:0016229,51170
GO:0015252,83959
GO:0030003,83959
GO:0035445,83959
GO:0042044,83959
GO:0046713,83959
GO:0046715,83959
GO:0033320,80146
GO:0046338,23659
GO:0050655,113189
GO:0004741,55066
GO:0035611,60509
GO:0001665,256435
GO:0006677,256435
GO:0035194,27327
GO:1990030,246213
GO:0016278,133383
GO:1900365,22849
GO:0008812,55349
GO:0060973,11149
GO:0015292,90550
GO:0035786,90550
GO:0036444,90550
GO:1901383,130399
GO:0042636,162514
GO:0060002,53904
GO:0045625,246778
GO:0047159,79888
GO:0047191,79888
GO:2001246,79888
GO:0061485,81704
GO:0003919,80308
GO:0006747,80308
GO:0010823,201163
