# GO_ID	C0	C1	Gene	C3	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16
GO:0005509	UniProtKB	A0A024QZ42	PDCD6		GO_REF:0000002	IEA	InterPro:IPR002048	F	HCG1985580, isoform CRA_c	A0A024QZ42_HUMAN|PDCD6|hCG_1985580	protein	taxon:9606	20160409	InterPro		
GO:0052899	UniProtKB	Q6QHF9	PAOX		GO_REF:0000003	IEA	EC:1.5.3.13	F	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	PAOX_HUMAN|PAOX|PAO|UNQ1923/PRO4398	protein	taxon:9606	20160409	UniProt		
GO:0052901	UniProtKB	Q6QHF9	PAOX		GO_REF:0000003	IEA	EC:1.5.3.13	F	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	PAOX_HUMAN|PAOX|PAO|UNQ1923/PRO4398	protein	taxon:9606	20160409	UniProt		
GO:0052902	UniProtKB	Q6QHF9	PAOX		GO_REF:0000003	IEA	EC:1.5.3.13	F	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	PAOX_HUMAN|PAOX|PAO|UNQ1923/PRO4398	protein	taxon:9606	20160409	UniProt		
GO:0052903	UniProtKB	Q6QHF9	PAOX		GO_REF:0000003	IEA	EC:1.5.3.13	F	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	PAOX_HUMAN|PAOX|PAO|UNQ1923/PRO4398	protein	taxon:9606	20160409	UniProt		
GO:0052904	UniProtKB	Q6QHF9	PAOX		Reactome:R-HSA-141348	TAS		F	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	PAOX_HUMAN|PAOX|PAO|UNQ1923/PRO4398	protein	taxon:9606	20140627	Reactome		
GO:1901307	UniProtKB	Q6QHF9	PAOX		PMID:16354669	IDA		P	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	PAOX_HUMAN|PAOX|PAO|UNQ1923/PRO4398	protein	taxon:9606	20120821	UniProt		
GO:0033299	UniProtKB	Q6QNY0	BLOC1S3		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000076624	P	Biogenesis of lysosome-related organelles complex 1 subunit 3	BL1S3_HUMAN|BLOC1S3|BLOS3	protein	taxon:9606	20160409	Ensembl		
GO:0043143	UniProtKB	Q6TGC4	PADI6		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000044044	P	Protein-arginine deiminase type-6	PADI6_HUMAN|PADI6|PAD6	protein	taxon:9606	20160409	Ensembl		
GO:0097442	UniProtKB	Q6U841	SLC4A10		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000108099	C	Sodium-driven chloride bicarbonate exchanger	S4A10_HUMAN|SLC4A10|NCBE	protein	taxon:9606	20160409	Ensembl		
GO:0006664	UniProtKB	Q6UW63	KDELC1		GO_REF:0000033	IBA	PANTHER:PTN000258330	P	KDEL motif-containing protein 1	KDEL1_HUMAN|KDELC1|EP58|UNQ1910/PRO4357	protein	taxon:9606	20150529	GO_Central		
GO:0046527	UniProtKB	Q6UW63	KDELC1		GO_REF:0000033	IBA	PANTHER:PTN000258330	F	KDEL motif-containing protein 1	KDEL1_HUMAN|KDELC1|EP58|UNQ1910/PRO4357	protein	taxon:9606	20150529	GO_Central		
GO:0097033	UniProtKB	Q6UW78	UQCC3		PMID:25008109	IMP		P	Ubiquinol-cytochrome-c reductase complex assembly factor 3	UQCC3_HUMAN|UQCC3|C11orf83|UNQ655/PRO1286	protein	taxon:9606	20150624	UniProt		
GO:0048302	UniProtKB	Q6UWB1	IL27RA		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000005601	P	Interleukin-27 receptor subunit alpha	I27RA_HUMAN|IL27RA|CRL1|TCCR|WSX1|UNQ296/PRO336	protein	taxon:9606	20160409	Ensembl		
GO:0046755	UniProtKB	Q6UWE0	LRSAM1		PMID:15256501	IMP		P	E3 ubiquitin-protein ligase LRSAM1	LRSM1_HUMAN|LRSAM1|TAL|UNQ6496/PRO21356	protein	taxon:9606	20090629	UniProt		
GO:0031259	UniProtKB	Q6UWF3	SCIMP		PMID:21930792	IDA		C	SLP adapter and CSK-interacting membrane protein	SCIMP_HUMAN|SCIMP|C17orf87|UNQ5783/PRO16090	protein	taxon:9606	20111202	UniProt		
GO:0097020	UniProtKB	Q6UWH6	TEX261		GO_REF:0000033	IBA	PANTHER:PTN000321972	F	Protein TEX261	TX261_HUMAN|TEX261|UNQ1882/PRO4325	protein	taxon:9606	20141119	GO_Central		
GO:0097224	UniProtKB	Q6UWM5	GLIPR1L1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000073302	C	GLIPR1-like protein 1	GPRL1_HUMAN|GLIPR1L1|UNQ2972/PRO7434	protein	taxon:9606	20160409	Ensembl		
GO:0016901	UniProtKB	Q6UWX4	HHIPL2		GO_REF:0000002	IEA	InterPro:IPR012938	F	HHIP-like protein 2	HIPL2_HUMAN|HHIPL2|HHIP3|KIAA1822L|UNQ841/PRO1779	protein	taxon:9606	20160409	InterPro		
GO:2000389	UniProtKB	Q6UX06	OLFM4	NOT	PMID:23922742	IMP		P	Olfactomedin-4	OLFM4_HUMAN|OLFM4|GW112|UNQ362/PRO698	protein	taxon:9606	20140120	UniProt		
GO:0070169	UniProtKB	Q6UX39	AMTN		PMID:25407797	IDA		P	Amelotin	AMTN_HUMAN|AMTN|UNQ689/PRO1329	protein	taxon:9606	20141120	UniProt		
GO:0070175	UniProtKB	Q6UX39	AMTN		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000073081	P	Amelotin	AMTN_HUMAN|AMTN|UNQ689/PRO1329	protein	taxon:9606	20160409	Ensembl		
GO:0002710	UniProtKB	Q6UXB4	CLEC4G		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000059574	P	C-type lectin domain family 4 member G	CLC4G_HUMAN|CLEC4G|UNQ431/PRO792	protein	taxon:9606	20160409	Ensembl		
GO:0044090	UniProtKB	Q6UXG2	KIAA1324		PMID:21072319	IMP		P	UPF0577 protein KIAA1324	K1324_HUMAN|KIAA1324|EIG121|UNQ2426/PRO4985	protein	taxon:9606	20110615	BHF-UCL		
GO:0002414	UniProtKB	Q6UXG3	CD300LG		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000102782	P	CMRF35-like molecule 9	CLM9_HUMAN|CD300LG|CLM9|TREM4|UNQ422/PRO846	protein	taxon:9606	20160409	Ensembl		
GO:0050746	UniProtKB	Q6UXH0	ANGPTL8		PMID:23150577	IMP		P	Angiopoietin-like protein 8	ANGL8_HUMAN|ANGPTL8|C19orf80|RIFL|UNQ599/PRO1185	protein	taxon:9606	20130318	MGI		
GO:0002765	UniProtKB	Q6UXL0	IL20RB		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000096057	P	Interleukin-20 receptor subunit beta	I20RB_HUMAN|IL20RB|DIRS1|UNQ557/PRO1114	protein	taxon:9606	20160409	Ensembl		
GO:0032474	UniProtKB	Q6UXM1	LRIG3		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000074360	P	Leucine-rich repeats and immunoglobulin-like domains protein 3	LRIG3_HUMAN|LRIG3|LIG3|UNQ287/PRO326/PRO335	protein	taxon:9606	20160409	Ensembl		
GO:0021859	UniProtKB	Q6UXZ4	UNC5D		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000128521	P	Netrin receptor UNC5D	UNC5D_HUMAN|UNC5D|KIAA1777|UNC5H4|UNQ6012/PRO34692	protein	taxon:9606	20160409	Ensembl		
GO:0045898	UniProtKB	Q6VMQ6	ATF7IP		PMID:12665582	IDA		P	Activating transcription factor 7-interacting protein 1	MCAF1_HUMAN|ATF7IP|MCAF|MCAF1	protein	taxon:9606	20070914	UniProt		
GO:0010164	UniProtKB	Q6VVX0	CYP2R1		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000063152	P	Vitamin D 25-hydroxylase	CP2R1_HUMAN|CYP2R1	protein	taxon:9606	20160409	Ensembl		
GO:0044726	UniProtKB	Q6W0C5	DPPA3		GO_REF:0000024	ISS	UniProtKB:Q8QZY3	P	Developmental pluripotency-associated protein 3	DPPA3_HUMAN|DPPA3|STELLAR	protein	taxon:9606	20121101	UniProt		
GO:0000415	UniProtKB	Q6W2J9	BCOR		PMID:19578371	IMP		P	BCL-6 corepressor	BCOR_HUMAN|BCOR|KIAA1575	protein	taxon:9606	20100517	UniProt		
GO:0065001	UniProtKB	Q6W2J9	BCOR		PMID:17517692	IMP		P	BCL-6 corepressor	BCOR_HUMAN|BCOR|KIAA1575	protein	taxon:9606	20081114	UniProt		
GO:0070171	UniProtKB	Q6W2J9	BCOR		PMID:19578371	IMP		P	BCL-6 corepressor	BCOR_HUMAN|BCOR|KIAA1575	protein	taxon:9606	20100517	UniProt		
GO:0051438	UniProtKB	Q6WRX3	ZYG11A		GO_REF:0000033	IBA	PANTHER:PTN000985199	P	Protein zyg-11 homolog A	ZY11A_HUMAN|ZYG11A|ZYG11	protein	taxon:9606	20150213	GO_Central		
GO:0060648	UniProtKB	Q6X4U4	SOSTDC1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000040230	P	Sclerostin domain-containing protein 1	SOSD1_HUMAN|SOSTDC1|USAG1|CDA019	protein	taxon:9606	20160409	Ensembl		
GO:0015196	UniProtKB	Q6YBV0	SLC36A4		PMID:21097500	IDA		F	Proton-coupled amino acid transporter 4	S36A4_HUMAN|SLC36A4|PAT4	protein	taxon:9606	20150520	WormBase		
GO:0047315	UniProtKB	Q6YP21	CCBL2		GO_REF:0000024	ISS	UniProtKB:Q71RI9	F	Kynurenine--oxoglutarate transaminase 3	KAT3_HUMAN|CCBL2|KAT3	protein	taxon:9606	20100215	UniProt		
GO:0016269	UniProtKB	Q6ZMB0	B3GNT6		PMID:11821425	NAS		P	Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase	B3GN6_HUMAN|B3GNT6	protein	taxon:9606	20070914	UniProt		
GO:0047223	UniProtKB	Q6ZMB0	B3GNT6		PMID:11821425	NAS		F	Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase	B3GN6_HUMAN|B3GNT6	protein	taxon:9606	20070914	UniProt		
GO:0047224	UniProtKB	Q6ZMB0	B3GNT6		GO_REF:0000003	IEA	EC:2.4.1.147	F	Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase	B3GN6_HUMAN|B3GNT6	protein	taxon:9606	20160409	UniProt		
GO:0071402	UniProtKB	Q6ZMC9	SIGLEC15		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000126901	P	Sialic acid-binding Ig-like lectin 15	SIG15_HUMAN|SIGLEC15|CD33L3	protein	taxon:9606	20160409	Ensembl		
GO:0046624	UniProtKB	Q6ZMD2	SPNS3		GO_REF:0000033	IBA	PANTHER:PTN001160264	F	Protein spinster homolog 3	SPNS3_HUMAN|SPNS3	protein	taxon:9606	20140829	GO_Central		
GO:0070287	UniProtKB	Q6ZMJ2	SCARA5		GO_REF:0000024	ISS	UniProtKB:Q8K299	F	Scavenger receptor class A member 5	SCAR5_HUMAN|SCARA5|UNQ2938/PRO28700	protein	taxon:9606	20090216	UniProt		
GO:0035574	UniProtKB	Q6ZMT4	KDM7A		PMID:20622853	IDA		P	Lysine-specific demethylase 7A	KDM7A_HUMAN|KDM7A|JHDM1D|KDM7|KIAA1718	protein	taxon:9606	20100819	UniProt		
GO:0035575	UniProtKB	Q6ZMT4	KDM7A		PMID:20622853	IDA		F	Lysine-specific demethylase 7A	KDM7A_HUMAN|KDM7A|JHDM1D|KDM7|KIAA1718	protein	taxon:9606	20100819	UniProt		
GO:0046485	UniProtKB	Q6ZNB7	AGMO		PMID:20643956	IDA		P	Alkylglycerol monooxygenase	ALKMO_HUMAN|AGMO|TMEM195	protein	taxon:9606	20100819	UniProt		
GO:0050479	UniProtKB	Q6ZNB7	AGMO		PMID:20643956	IDA		F	Alkylglycerol monooxygenase	ALKMO_HUMAN|AGMO|TMEM195	protein	taxon:9606	20100819	UniProt		
GO:0090207	UniProtKB	Q6ZNE5	ATG14		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000039047	P	Beclin 1-associated autophagy-related key regulator	BAKOR_HUMAN|ATG14|ATG14L|KIAA0831	protein	taxon:9606	20160409	Ensembl		
GO:0015819	UniProtKB	Q6ZP29	PQLC2		PMID:22822152	IDA		P	Lysosomal amino acid transporter 1 homolog	LAAT1_HUMAN|PQLC2	protein	taxon:9606	20120726	UniProt		
GO:0080144	UniProtKB	Q6ZP29	PQLC2		PMID:22822152	IDA		P	Lysosomal amino acid transporter 1 homolog	LAAT1_HUMAN|PQLC2	protein	taxon:9606	20120726	UniProt		
GO:0055107	UniProtKB	Q6ZP65	CCDC64		GO_REF:0000024	ISS	UniProtKB:A0JNT9	P	Bicaudal D-related protein 1	BICR1_HUMAN|CCDC64|BICDR1	protein	taxon:9606	20100408	UniProt		
GO:0004068	UniProtKB	Q6ZQY3	GADL1		GO_REF:0000003	IEA	EC:4.1.1.11	F	Acidic amino acid decarboxylase GADL1	GADL1_HUMAN|GADL1	protein	taxon:9606	20160409	UniProt		
GO:0004782	UniProtKB	Q6ZQY3	GADL1		GO_REF:0000003	IEA	EC:4.1.1.29	F	Acidic amino acid decarboxylase GADL1	GADL1_HUMAN|GADL1	protein	taxon:9606	20160409	UniProt		
GO:0086019	UniProtKB	Q6ZRF8	RNF207		GO_REF:0000024	ISS	UniProtKB:E9QHE3	P	RING finger protein 207	RN207_HUMAN|RNF207|C1orf188	protein	taxon:9606	20150227	BHF-UCL		
GO:1901207	UniProtKB	Q6ZRF8	RNF207		GO_REF:0000024	ISS	UniProtKB:E9QHE3	P	RING finger protein 207	RN207_HUMAN|RNF207|C1orf188	protein	taxon:9606	20150224	BHF-UCL		
GO:1903954	UniProtKB	Q6ZRF8	RNF207		GO_REF:0000024	ISS	UniProtKB:E9QHE3	P	RING finger protein 207	RN207_HUMAN|RNF207|C1orf188	protein	taxon:9606	20160311	BHF-UCL		
GO:0035101	UniProtKB	Q6ZRQ5	MMS22L	colocalizes_with	PMID:21055985	IDA		C	Protein MMS22-like	MMS22_HUMAN|MMS22L|C6orf167	protein	taxon:9606	20101123	UniProt		
GO:2000465	UniProtKB	Q6ZSY5	PPP1R3F		PMID:21668450	IDA		P	Protein phosphatase 1 regulatory subunit 3F	PPR3F_HUMAN|PPP1R3F	protein	taxon:9606	20120508	MGI		
GO:0042048	UniProtKB	Q6ZT12	UBR3		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000060159	P	E3 ubiquitin-protein ligase UBR3	UBR3_HUMAN|UBR3|KIAA2024|ZNF650	protein	taxon:9606	20160409	Ensembl		
GO:0071596	UniProtKB	Q6ZT12	UBR3		GO_REF:0000033	IBA	PANTHER:PTN000486924	P	E3 ubiquitin-protein ligase UBR3	UBR3_HUMAN|UBR3|KIAA2024|ZNF650	protein	taxon:9606	20150320	GO_Central		
GO:0061182	UniProtKB	Q6ZTI6	FAM101A		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000048230	P	Filamin-interacting protein FAM101A	F101A_HUMAN|FAM101A	protein	taxon:9606	20160409	Ensembl		
GO:0061572	UniProtKB	Q6ZTI6	FAM101A		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000048230	P	Filamin-interacting protein FAM101A	F101A_HUMAN|FAM101A	protein	taxon:9606	20160409	Ensembl		
GO:0051648	UniProtKB	Q6ZTW0	TPGS1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000020552	P	Tubulin polyglutamylase complex subunit 1	TPGS1_HUMAN|TPGS1|C19orf20	protein	taxon:9606	20160409	Ensembl		
GO:0034154	UniProtKB	Q6ZUJ8	PIK3AP1		GO_REF:0000024	ISS	UniProtKB:Q9EQ32	P	Phosphoinositide 3-kinase adapter protein 1	BCAP_HUMAN|PIK3AP1|BCAP	protein	taxon:9606	20130320	UniProt		
GO:1901858	UniProtKB	Q6ZVD7	STOX1		PMID:24738702	IMP		P	Storkhead-box protein 1	STOX1_HUMAN|STOX1|C10orf24	protein	taxon:9606	20150401	UniProt	occurs_in(CL:0000351)	
GO:1902882	UniProtKB	Q6ZVD7	STOX1		PMID:24738702	IMP		P	Storkhead-box protein 1	STOX1_HUMAN|STOX1|C10orf24	protein	taxon:9606	20150401	UniProt	occurs_in(UBERON:0003946),occurs_in(UBERON:0003972),occurs_in(CL:0000351)	
GO:1904120	UniProtKB	Q6ZVD7	STOX1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000114652	P	Storkhead-box protein 1	STOX1_HUMAN|STOX1|C10orf24	protein	taxon:9606	20160409	Ensembl		
GO:0044715	UniProtKB	Q6ZVK8	NUDT18		PMID:22556419	EXP		F	8-oxo-dGDP phosphatase NUDT18	NUD18_HUMAN|NUDT18|MTH3	protein	taxon:9606	20150207	Reactome		
GO:0044716	UniProtKB	Q6ZVK8	NUDT18		PMID:22556419	IDA		F	8-oxo-dGDP phosphatase NUDT18	NUD18_HUMAN|NUDT18|MTH3	protein	taxon:9606	20121121	UniProt		
GO:0044717	UniProtKB	Q6ZVK8	NUDT18		PMID:22556419	EXP		F	8-oxo-dGDP phosphatase NUDT18	NUD18_HUMAN|NUDT18|MTH3	protein	taxon:9606	20150207	Reactome		
GO:0046057	UniProtKB	Q6ZVK8	NUDT18		PMID:22556419	IDA		P	8-oxo-dGDP phosphatase NUDT18	NUD18_HUMAN|NUDT18|MTH3	protein	taxon:9606	20121121	UniProt		
GO:0046067	UniProtKB	Q6ZVK8	NUDT18		PMID:22556419	IDA		P	8-oxo-dGDP phosphatase NUDT18	NUD18_HUMAN|NUDT18|MTH3	protein	taxon:9606	20121121	UniProt		
GO:0046712	UniProtKB	Q6ZVK8	NUDT18		PMID:22556419	IDA		P	8-oxo-dGDP phosphatase NUDT18	NUD18_HUMAN|NUDT18|MTH3	protein	taxon:9606	20121121	UniProt		
GO:0098797	UniProtKB	Q6ZVN8	HFE2		PMID:18335997	IDA		C	Hemojuvelin	RGMC_HUMAN|HFE2|HJV|RGMC	protein	taxon:9606	20150713	BHF-UCL		
GO:0030368	UniProtKB	Q6ZVW7	IL17REL		GO_REF:0000033	IBA	PANTHER:PTN001436609	F	Putative interleukin-17 receptor E-like	I17EL_HUMAN|IL17REL	protein	taxon:9606	20140731	GO_Central		
GO:0000416	UniProtKB	Q6ZW49	PAXIP1		GO_REF:0000024	ISS	UniProtKB:Q6NZQ4	P	PAX-interacting protein 1	PAXI1_HUMAN|PAXIP1|PAXIP1L|PTIP|CAGF28	protein	taxon:9606	20101101	UniProt		
GO:1902911	UniProtKB	Q6ZWH5	NEK10		PMID:20956560	IDA		C	Serine/threonine-protein kinase Nek10	NEK10_HUMAN|NEK10	protein	taxon:9606	20140522	UniProt		
GO:1902808	UniProtKB	Q6ZWJ1	STXBP4		PMID:19451233	IMP		P	Syntaxin-binding protein 4	STXB4_HUMAN|STXBP4	protein	taxon:9606	20140514	UniProt		
GO:1905090	UniProtKB	Q709C8	VPS13C		GO_REF:0000024	ISS	UniProtKB:A0A0D9RI63	P	Vacuolar protein sorting-associated protein 13C	VP13C_HUMAN|VPS13C|KIAA1421	protein	taxon:9606	20160330	ParkinsonsUK-UCL		
GO:0035616	UniProtKB	Q70CQ1	USP49		PMID:23824326	IDA		P	Ubiquitin carboxyl-terminal hydrolase 49	UBP49_HUMAN|USP49	protein	taxon:9606	20130716	UniProt		
GO:0019785	UniProtKB	Q70EL4	USP43		Reactome:R-HSA-5653786	TAS		F	Ubiquitin carboxyl-terminal hydrolase 43	UBP43_HUMAN|USP43	protein	taxon:9606	20141201	Reactome		
GO:0000095	UniProtKB	Q70HW3	SLC25A26		PMID:14674884	EXP		F	S-adenosylmethionine mitochondrial carrier protein	SAMC_HUMAN|SLC25A26|SAMC	protein	taxon:9606	20160130	Reactome		
GO:0015805	UniProtKB	Q70HW3	SLC25A26		PMID:14674884	IMP		P	S-adenosylmethionine mitochondrial carrier protein	SAMC_HUMAN|SLC25A26|SAMC	protein	taxon:9606	20080201	UniProt		
GO:1901962	UniProtKB	Q70HW3	SLC25A26		PMID:14674884	IMP		P	S-adenosylmethionine mitochondrial carrier protein	SAMC_HUMAN|SLC25A26|SAMC	protein	taxon:9606	20160410	GOC		
GO:0047238	UniProtKB	Q70JA7	CHSY3		Reactome:R-HSA-1971487	TAS		F	Chondroitin sulfate synthase 3	CHSS3_HUMAN|CHSY3|CHSY2|CSS3	protein	taxon:9606	20140711	Reactome		
GO:0050510	UniProtKB	Q70JA7	CHSY3		Reactome:R-HSA-1971491	TAS		F	Chondroitin sulfate synthase 3	CHSS3_HUMAN|CHSY3|CHSY2|CSS3	protein	taxon:9606	20140711	Reactome		
GO:2001178	UniProtKB	Q71SY5	MED25		PMID:17641689	IMP		P	Mediator of RNA polymerase II transcription subunit 25	MED25_HUMAN|MED25|ACID1|ARC92|PTOV2|TCBAP0758	protein	taxon:9606	20111110	UniProt	has_participant(GO:0016592)	
GO:0005338	UniProtKB	Q76EJ3	SLC35D2		PMID:9927678	NAS		F	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	S35D2_HUMAN|SLC35D2|HFRC|UGTREL8	protein	taxon:9606	20010917	UniProt		
GO:0015165	UniProtKB	Q76EJ3	SLC35D2		GO_REF:0000033	IBA	PANTHER:PTN000123234	F	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	S35D2_HUMAN|SLC35D2|HFRC|UGTREL8	protein	taxon:9606	20150327	GO_Central		
GO:0090481	UniProtKB	Q76EJ3	SLC35D2		GO_REF:0000033	IBA	PANTHER:PTN000123234	P	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	S35D2_HUMAN|SLC35D2|HFRC|UGTREL8	protein	taxon:9606	20160410	GOC		
GO:1901264	UniProtKB	Q76EJ3	SLC35D2		PMID:9927678	NAS		P	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	S35D2_HUMAN|SLC35D2|HFRC|UGTREL8	protein	taxon:9606	20160410	GOC		
GO:0016653	UniProtKB	Q7KZN9	COX15		GO_REF:0000033	IBA	PANTHER:PTN001910851	F	Cytochrome c oxidase assembly protein COX15 homolog	COX15_HUMAN|COX15	protein	taxon:9606	20150619	GO_Central		
GO:0002718	UniProtKB	Q7L0X0	TRIL		PMID:19710467	IDA		P	TLR4 interactor with leucine rich repeats	TRIL_HUMAN|TRIL|KIAA0644	protein	taxon:9606	20100913	UniProt		
GO:0000964	UniProtKB	Q7L0Y3	TRMT10C		PMID:21593607	IMP		P	Mitochondrial ribonuclease P protein 1	MRRP1_HUMAN|TRMT10C|MRPP1|RG9MTD1	protein	taxon:9606	20130925	UniProt		
GO:0009019	UniProtKB	Q7L0Y3	TRMT10C		PMID:23042678	EXP		F	Mitochondrial ribonuclease P protein 1	MRRP1_HUMAN|TRMT10C|MRPP1|RG9MTD1	protein	taxon:9606	20151107	Reactome		
GO:0001537	UniProtKB	Q7L1S5	CHST9		GO_REF:0000024	ISS	UniProtKB:Q9H2A9	F	Carbohydrate sulfotransferase 9	CHST9_HUMAN|CHST9|UNQ2549/PRO6175	protein	taxon:9606	20061106	UniProt		
GO:0047756	UniProtKB	Q7L1S5	CHST9		Reactome:R-HSA-1971483	TAS		F	Carbohydrate sulfotransferase 9	CHST9_HUMAN|CHST9|UNQ2549/PRO6175	protein	taxon:9606	20111104	Reactome		
GO:0033345	UniProtKB	Q7L266	ASRGL1		GO_REF:0000024	ISS	UniProtKB:Q8VI04	P	Isoaspartyl peptidase/L-asparaginase	ASGL1_HUMAN|ASRGL1|ALP|CRASH	protein	taxon:9606	20071005	UniProt		
GO:1902775	UniProtKB	Q7L2E3	DHX30		PMID:25683715	IMP		P	Putative ATP-dependent RNA helicase DHX30	DHX30_HUMAN|DHX30|DDX30|KIAA0890	protein	taxon:9606	20150718	UniProt		
GO:0002183	UniProtKB	Q7L2H7	EIF3M		GO_REF:0000033	IBA	PANTHER:PTN000394291	P	Eukaryotic translation initiation factor 3 subunit M	EIF3M_HUMAN|EIF3M|HFLB5|PCID1|GA17|PNAS-125	protein	taxon:9606	20140211	GO_Central		
GO:0016073	UniProtKB	Q7L2J0	MEPCE		PMID:17643375	IDA		P	7SK snRNA methylphosphate capping enzyme	MEPCE_HUMAN|MEPCE|BCDIN3	protein	taxon:9606	20121022	UniProt		
GO:0040031	UniProtKB	Q7L2J0	MEPCE		PMID:17643375	IDA		P	7SK snRNA methylphosphate capping enzyme	MEPCE_HUMAN|MEPCE|BCDIN3	protein	taxon:9606	20121022	UniProt		
GO:0045203	UniProtKB	Q7L4E1	FAM73B		PMID:26711011	IDA		C	Mitoguardin-2	MIGA2_HUMAN|FAM73B|C9orf54|MIGA2|PSEC0112	protein	taxon:9606	20160106	UniProt		
GO:1904263	UniProtKB	Q7L523	RRAGA		PMID:25936802	IMP		P	Ras-related GTP-binding protein A	RRAGA_HUMAN|RRAGA	protein	taxon:9606	20150618	UniProt		
GO:0001949	UniProtKB	Q7L5A8	FA2H		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000043597	P	Fatty acid 2-hydroxylase	FA2H_HUMAN|FA2H|FAAH	protein	taxon:9606	20160409	Ensembl		
GO:0030258	UniProtKB	Q7L5A8	FA2H		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000043597	P	Fatty acid 2-hydroxylase	FA2H_HUMAN|FA2H|FAAH	protein	taxon:9606	20160409	Ensembl		
GO:0080132	UniProtKB	Q7L5A8	FA2H		GO_REF:0000033	IBA	PANTHER:PTN000304948	F	Fatty acid 2-hydroxylase	FA2H_HUMAN|FA2H|FAAH	protein	taxon:9606	20140930	GO_Central		
GO:0044275	UniProtKB	Q7L5Y1	ENOSF1		PMID:24697329	IDA		P	Mitochondrial enolase superfamily member 1	ENOF1_HUMAN|ENOSF1|RTS|TYMSAS	protein	taxon:9606	20140520	UniProt		
GO:0050023	UniProtKB	Q7L5Y1	ENOSF1		PMID:24697329	IDA		F	Mitochondrial enolase superfamily member 1	ENOF1_HUMAN|ENOSF1|RTS|TYMSAS	protein	taxon:9606	20140520	UniProt		
GO:0000963	UniProtKB	Q7L8L6	FASTKD5		PMID:25683715	IMP		P	FAST kinase domain-containing protein 5	FAKD5_HUMAN|FASTKD5|KIAA1792	protein	taxon:9606	20150718	UniProt		
GO:0017178	UniProtKB	Q7L8W6	DPH6		PMID:23169644	EXP		F	Diphthine--ammonia ligase	DPH6_HUMAN|DPH6|ATPBD4	protein	taxon:9606	20140328	Reactome		
GO:0019319	UniProtKB	Q7LFX5	CHST15		PMID:11572857	IDA		P	Carbohydrate sulfotransferase 15	CHSTF_HUMAN|CHST15|BRAG|GALNAC4S6ST|KIAA0598	protein	taxon:9606	20061107	UniProt		
GO:0050659	UniProtKB	Q7LFX5	CHST15		PMID:11572857	IDA		F	Carbohydrate sulfotransferase 15	CHSTF_HUMAN|CHST15|BRAG|GALNAC4S6ST|KIAA0598	protein	taxon:9606	20061107	UniProt		
GO:0009200	UniProtKB	Q7LG56	RRM2B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000022901	P	Ribonucleoside-diphosphate reductase subunit M2 B	RIR2B_HUMAN|RRM2B|P53R2	protein	taxon:9606	20160409	Ensembl		
GO:0004394	UniProtKB	Q7LGA3	HS2ST1		Reactome:R-HSA-2076508	TAS		F	Heparan sulfate 2-O-sulfotransferase 1	HS2ST_HUMAN|HS2ST1|HS2ST|KIAA0448	protein	taxon:9606	20120127	Reactome		
GO:0008459	UniProtKB	Q7LGC8	CHST3		PMID:9883891	IDA		F	Carbohydrate sulfotransferase 3	CHST3_HUMAN|CHST3	protein	taxon:9606	20050331	UniProt		
