Drug,Gene
DB07113,5972
DB06899,5972
DB04387,5972
DB05203,5972
DB02296,5972
DB00212,5972
DB07244,5972
DB07059,5972
DB03395,5972
DB04379,5972
DB06967,5972
DB07174,5972
DB03024,5972
DB03968,5972
DB02803,5972
DB01708,8856
DB07080,8856
DB00977,8856
DB01229,8856
DB00783,8856
DB01892,8856
DB04466,8856
DB00530,8856
DB01248,8856
DB01220,8856
DB01045,8856
DB08864,8856
DB00163,8856
DB01049,2564
DB00349,2564
DB00690,2564
DB01159,2564
DB01708,2564
DB00659,2564
DB00237,2564
DB01594,2564
DB00842,2564
DB00402,2564
DB01189,2564
DB01587,2564
DB01558,2564
DB00475,2564
DB00231,2564
DB00463,2564
DB01215,2564
DB01028,2564
DB00241,2564
DB01567,2564
DB00829,2564
DB01205,2564
DB00628,2564
DB01437,2564
DB00292,2564
DB00546,2564
DB00801,2564
DB00273,2564
DB00897,2564
DB01595,2564
DB00683,2564
DB00306,2564
DB01588,2564
DB00404,2564
DB00753,2564
DB00818,2564
DB00898,2564
DB01107,2564
DB00312,2564
DB01068,2564
DB00334,2564
DB00228,2564
DB00794,2564
DB00371,2564
DB01236,2564
DB01589,2564
DB01559,2564
DB00189,2564
DB00186,2564
DB00543,2564
DB00086,2149
DB05361,2149
DB05692,2149
DB09030,2149
DB00200,81693
DB04820,4129
DB00988,4129
DB04832,4129
DB07513,4129
DB03147,4129
DB02095,4129
DB04818,4129
DB01626,4129
DB01171,4129
DB02509,4129
DB07512,4129
DB08516,4129
DB01363,4129
DB00191,4129
DB08804,4129
DB01472,4129
DB03894,4129
DB00601,4129
DB00614,4129
DB04307,4129
DB00752,4129
DB00184,4129
DB08480,4129
DB00182,4129
DB08176,4129
DB04821,4129
DB01445,4129
DB08082,4129
DB01104,4129
DB04677,4129
DB01367,4129
DB02211,4129
DB02643,4129
DB00780,4129
DB01037,4129
DB04147,4129
DB00915,4129
DB01247,4129
DB00721,4129
DB00909,4129
DB04889,4129
DB01442,4129
DB01577,4129
DB01622,148
DB01049,148
DB01267,148
DB00734,148
DB01186,148
DB00321,148
DB00457,148
DB00334,148
DB01472,148
DB00699,148
DB00182,148
DB01579,148
DB00723,148
DB05469,148
DB06694,148
DB01365,148
DB00865,148
DB00420,148
DB06207,148
DB00575,148
DB01253,148
DB00248,148
DB06706,148
DB00397,148
DB00450,148
DB00540,148
DB01576,148
DB00656,148
DB01224,148
DB00215,148
DB06711,148
DB05492,148
DB01162,148
DB00935,148
DB00668,148
DB06144,148
DB00590,148
DB00797,148
DB00543,148
DB00368,148
DB00298,148
DB01295,148
DB06764,148
DB00598,148
DB00458,148
DB01069,148
DB00408,148
DB01136,148
DB01151,148
DB01238,148
DB00751,148
DB06262,148
DB00449,148
DB00875,148
DB00692,148
DB00363,148
DB00346,148
DB00800,148
DB04946,148
DB00211,148
DB00726,148
DB01614,148
DB00706,148
DB00610,148
DB01200,148
DB01175,148
DB00934,148
DB01149,148
DB06707,148
DB00246,148
DB09202,148
DB00964,148
DB00925,148
DB01364,148
DB01142,148
DB00370,148
DB01403,148
DB00831,148
DB04855,148
DB01624,148
DB00777,148
DB00679,148
DB06216,148
DB00622,148
DB00388,148
DB00477,148
DB06148,148
DB00696,148
DB00852,148
DB07701,43
DB01122,43
DB02404,43
DB04021,43
DB02825,43
DB00382,43
DB01199,43
DB04892,43
DB01245,43
DB07846,43
DB02673,43
DB03005,43
DB02226,43
DB00545,43
DB08357,43
DB08167,43
DB01364,43
DB04616,43
DB00981,43
DB00122,43
DB04859,43
DB04864,43
DB02166,43
DB04114,43
DB00843,43
DB00674,43
DB00677,43
DB03128,43
DB00805,43
DB08996,43
DB07822,43
DB07756,43
DB00449,43
DB00733,43
DB03348,43
DB05510,43
DB01805,43
DB03814,43
DB00989,43
DB07555,43
DB03359,43
DB01400,43
DB04614,43
DB02343,43
DB03740,43
DB04556,43
DB00483,43
DB00944,43
DB08615,43
DB00358,43
DB03283,43
DB01010,43
DB04617,43
DB04615,43
DB01928,43
DB02845,43
DB00167,55699
DB06069,7150
DB04882,7150
DB04690,7150
DB01030,7150
DB08159,7150
DB07354,7150
DB05630,7150
DB05806,7150
DB05482,7150
DB05129,7150
DB00762,7150
DB04967,7150
DB00543,152
DB06216,152
DB01363,152
DB00484,152
DB00363,152
DB01049,152
DB01267,152
DB00408,152
DB01151,152
DB00182,152
DB00575,152
DB09202,152
DB00589,152
DB01224,152
DB00370,152
DB05461,152
DB00935,152
DB00217,152
DB00246,152
DB01142,152
DB00668,152
DB00540,152
DB00334,152
DB08838,152
DB00714,152
DB01392,152
DB00925,152
DB06694,152
DB09128,152
DB00248,152
DB04946,152
DB01403,152
DB05492,152
DB00734,152
DB01186,152
DB06148,152
DB00268,152
DB08815,152
DB00934,152
DB01365,152
DB00697,152
DB01238,152
DB00413,152
DB00368,152
DB06678,152
DB01200,152
DB01577,152
DB01136,152
DB04855,152
DB00800,152
DB00797,152
DB06262,152
DB00477,152
DB07427,3039
DB07427,3040
DB08262,3039
DB08262,3040
DB08632,3039
DB08632,3040
DB08486,3039
DB08486,3040
DB00358,3039
DB00358,3040
DB00893,3039
DB00893,3040
DB02126,3039
DB02126,3040
DB08077,3039
DB08077,3040
DB07428,3039
DB07428,3040
DB07645,3039
DB07645,3040
DB00830,6531
DB00721,6531
DB00408,6531
DB00726,6531
DB01104,6531
DB00476,6531
DB00191,6531
DB01463,6531
DB00543,6531
DB00422,6531
DB06701,6531
DB01577,6531
DB00988,6531
DB01255,6531
DB01472,6531
DB01175,6531
DB06148,6531
DB00865,6531
DB00289,6531
DB00579,6531
DB01146,6531
DB01576,6531
DB01105,6531
DB04821,6531
DB01161,6531
DB00907,6531
DB00370,6531
DB01442,6531
DB01149,6531
DB00245,6531
DB00454,6531
DB00458,6531
DB01114,6531
DB04947,6531
DB00745,6531
DB00182,6531
DB00937,6531
DB01156,6531
DB01454,6531
DB00852,6531
DB01363,6531
DB06413,6531
DB00285,6531
DB04395,3932
DB08901,3932
DB01830,3932
DB07146,3932
DB09079,3932
DB02010,3932
DB06925,3932
DB07297,3932
DB04003,3932
DB08056,3932
DB01254,3932
DB08057,3932
DB03023,3932
DB08055,3932
DB01049,3359
DB01238,3359
DB00728,3359
DB04917,3359
DB01043,3359
DB00969,3359
DB00370,3359
DB00604,3359
DB00721,3359
DB05049,3359
DB00408,3359
DB00246,3359
DB00757,3359
DB00334,3359
DB00363,3359
DB00333,3359
DB00543,3359
DB04885,3359
DB06204,3359
DB09068,3359
DB00377,3359
DB01161,3359
DB00889,3359
DB01224,3359
DB00904,3359
DB01199,3359
DB01233,3359
DB00898,3359
DB00726,3359
DB02494,9349
DB08437,9349
DB07374,9349
DB02264,2246
DB03959,2246
DB00686,2246
DB06589,2246
DB04409,2246
DB08238,2246
DB01025,2246
DB01901,2246
DB01942,2246
DB00825,162514
DB06844,890
DB07533,890
DB07471,890
DB08233,890
DB02091,890
DB08572,890
DB02833,890
DB07203,890
DB08463,890
DB06944,890
DB02407,890
DB08355,890
DB08182,890
DB08309,890
DB08285,890
DB07534,890
DB07539,890
DB07126,890
DB07852,890
DB02915,890
DB07164,890
DB08178,890
DB08219,890
DB08218,890
DB08694,890
DB07538,890
DB06948,890
DB08241,890
DB07562,890
DB07688,890
DB08527,890
DB08248,890
DB07137,890
DB00408,1133
DB01591,1133
DB08897,1133
DB01239,1133
DB00622,1133
DB00376,1133
DB01036,1133
DB00726,1133
DB00572,1133
DB01069,1133
DB09076,1133
DB00454,1133
DB00363,1133
DB00543,1133
DB00540,1133
DB00568,1133
DB00340,1133
DB00458,1133
DB00334,1133
DB01238,1133
DB00767,1133
DB00785,1133
DB00715,1133
DB00777,1133
DB00321,1133
DB00725,1133
DB00496,1133
DB00747,1133
DB00420,1133
DB00934,1133
DB00342,1133
DB01221,1133
DB06702,1133
DB00835,1133
DB01403,1133
DB01142,1133
DB01224,1133
DB05752,1133
DB01151,1133
DB00246,1133
DB01024,54658
DB01048,54658
DB00788,54658
DB00973,54658
DB06210,54658
DB01045,54658
DB00818,54658
DB08930,54658
DB00762,54658
DB01420,54658
DB00712,54658
DB00197,54658
DB00316,54658
DB00688,54658
DB00870,54658
DB00328,54658
DB08896,54658
DB00773,54658
DB00704,54658
DB01544,54658
DB06741,54658
DB06626,54658
DB00398,54658
DB06817,54658
DB04953,54658
DB01095,54658
DB00678,54658
DB05039,54658
DB00783,54658
DB00227,54658
DB00173,54658
DB01076,54658
DB01050,54658
DB00641,54658
DB00530,54658
DB00295,54658
DB00586,54658
DB03130,2739
DB04132,2739
DB08179,2739
DB03345,2739
DB00143,2739
DB00328,2739
DB03330,2739
DB03602,2739
DB03461,2539
DB05107,2539
DB03085,2539
DB06931,9453
DB07410,9453
DB04714,9453
DB07221,9453
DB00399,9453
DB07873,9453
DB04695,9453
DB02552,9453
DB06830,9453
DB08529,9453
DB07780,9453
DB07841,9453
DB04234,1513
DB05736,1513
DB07965,1513
DB03456,1513
DB07563,1513
DB02869,1513
DB07592,1513
DB08594,1513
DB03642,1513
DB07967,1513
DB01858,1513
DB08270,1513
DB03891,1513
DB04244,1513
DB08287,1513
DB07593,1513
DB03405,1513
DB04523,1513
DB01011,1584
DB01026,1584
DB00292,1584
DB00196,1584
DB00252,1584
DB01233,1584
DB04630,1584
DB00648,1584
DB01388,1584
DB00741,1584
DB00501,1584
DB00421,1584
DB00257,1584
DB01110,1584
DB00075,714
DB00095,714
DB00072,714
DB00108,714
DB00081,714
DB00110,714
DB00112,714
DB00092,714
DB00051,714
DB00074,714
DB00078,714
DB00056,714
DB00005,714
DB00087,714
DB00054,714
DB00111,714
DB00073,714
DB00002,714
DB01548,10206
DB01565,10206
DB01497,10206
DB07167,1436
DB06080,1436
DB01268,1436
DB00619,1436
DB07202,1436
DB04604,83903
DB07698,83903
DB08004,83903
DB07995,83903
DB07344,27349
DB04369,5646
DB04109,5646
DB02308,5646
DB03129,5646
DB03127,5646
DB02585,5646
DB02541,5646
DB03637,5646
DB05290,1909
DB04883,1909
DB08932,1909
DB04674,1909
DB00559,1909
DB05367,1909
DB05206,1909
DB06268,1909
DB00945,1909
DB06403,1909
DB08354,1457
DB08340,1457
DB04719,1457
DB08468,1457
DB08353,1457
DB01765,1457
DB03127,1457
DB04462,1457
DB08360,1457
DB02170,1457
DB07715,1457
DB03924,1457
DB08846,1457
DB08362,1457
DB08660,1457
DB03035,1457
DB07802,1457
DB08473,1457
DB02709,1457
DB08345,1457
DB04720,1457
DB08338,1457
DB04721,1457
DB04395,1457
DB04855,3776
DB00204,3776
DB08515,5685
DB00188,5685
DB01643,7298
DB00642,7298
DB05457,7298
DB00440,7298
DB04530,7298
DB08479,7298
DB00650,7298
DB00544,7298
DB00322,7298
DB05308,7298
DB00293,7298
DB00563,7298
DB08478,7298
DB01101,7298
DB05116,7298
DB00441,7298
DB06813,7298
DB03800,7298
DB07577,7298
DB08734,7298
DB00432,7298
DB03541,7298
DB00016,2057
DB08923,2057
DB07637,2057
DB08894,2057
DB00012,2057
DB00675,5580
DB05013,5580
DB04376,5580
DB03329,1508
DB02148,1508
DB04579,1508
DB07225,1508
DB02685,1508
DB07231,1508
DB07223,1508
DB03588,1508
DB07219,1508
DB02855,1508
DB07224,1508
DB04126,1508
DB07160,1508
DB02108,1508
DB01942,10243
DB03766,10243
DB02638,553
DB05455,553
DB00035,553
DB00067,553
DB05452,553
DB00296,6336
DB00961,6336
DB01173,6336
DB00313,6336
DB06218,6336
DB00645,6336
DB00892,6336
DB00721,6336
DB01002,6336
DB01161,6336
DB00527,6336
DB00907,6336
DB00297,6336
DB00807,6336
DB01086,6336
DB00281,6336
DB00473,6336
DB00729,1131
DB00767,1131
DB00835,1131
DB00321,1131
DB00568,1131
DB00543,1131
DB00408,1131
DB00420,1131
DB00540,1131
DB00202,1131
DB00496,1131
DB05752,1131
DB00185,1131
DB01337,1131
DB01239,1131
DB00376,1131
DB00193,1131
DB00715,1131
DB04843,1131
DB01151,1131
DB00725,1131
DB00747,1131
DB01338,1131
DB00462,1131
DB00454,1131
DB00572,1131
DB06709,1131
DB01231,1131
DB00622,1131
DB01403,1131
DB00809,1131
DB08897,1131
DB00342,1131
DB01409,1131
DB01085,1131
DB01625,1131
DB00246,1131
DB01142,1131
DB00334,1131
DB09076,1131
DB01591,1131
DB00458,1131
DB00505,1131
DB00726,1131
DB00424,1131
DB00477,1131
DB01036,1131
DB00363,1131
DB01062,1131
DB00785,1131
DB00332,1131
DB00934,1131
DB00986,1131
DB00383,1131
DB01069,1131
DB00340,1131
DB00387,1131
DB00434,1131
DB01226,1131
DB01221,1131
DB00777,1131
DB00280,1131
DB01224,1131
DB06702,1131
DB04924,1131
DB00517,1131
DB01238,1131
DB01221,3355
DB00315,3355
DB00696,3355
DB01049,3355
DB00669,3355
DB00216,3355
DB00953,3355
DB00952,3355
DB00247,3355
DB06148,3355
DB00952,3351
DB06096,3351
DB00247,3351
DB08807,3351
DB09068,3351
DB01049,3351
DB01392,3351
DB06216,3351
DB01359,3351
DB00960,3351
DB04884,3351
DB00248,3351
DB01224,3351
DB00216,3351
DB05743,3351
DB00321,3351
DB00669,3351
DB00543,3351
DB00246,3351
DB00998,3351
DB00918,3351
DB00268,3351
DB00315,3351
DB00696,3351
DB00413,3351
DB01200,3351
DB00571,3351
DB00334,3351
DB00904,3351
DB00363,3351
DB00714,3351
DB00953,3351
DB00320,3351
DB01238,3351
DB00408,3351
DB01186,3351
DB01221,3351
DB00589,3351
DB00153,1593
DB00169,1593
DB06777,1593
DB00082,1593
DB02400,1728
DB01927,1728
DB00515,1728
DB02633,1728
DB02395,1728
DB00526,1728
DB00266,1728
DB07385,1728
DB00997,1728
DB00163,1728
DB04090,1728
DB03626,1728
DB00958,1728
DB00170,1728
DB04392,1728
DB03147,1728
DB03206,11253
DB02742,11253
DB02422,11253
DB01955,11253
DB04530,9266
DB03401,9266
DB01863,9266
DB01942,9266
DB07348,9266
DB00583,1376
DB01074,1376
DB00794,2562
DB00543,2562
DB01205,2562
DB00349,2562
DB00475,2562
DB01708,2562
DB00189,2562
DB00897,2562
DB00371,2562
DB00628,2562
DB01049,2562
DB00592,2562
DB00237,2562
DB00753,2562
DB01215,2562
DB01159,2562
DB00818,2562
DB00659,2562
DB00241,2562
DB01236,2562
DB01559,2562
DB01107,2562
DB01558,2562
DB01068,2562
DB01189,2562
DB01567,2562
DB00463,2562
DB00273,2562
DB00186,2562
DB00228,2562
DB00306,2562
DB00898,2562
DB01028,2562
DB00546,2562
DB06716,2562
DB00312,2562
DB01437,2562
DB00402,2562
DB01595,2562
DB00231,2562
DB01589,2562
DB00829,2562
DB00602,2562
DB00683,2562
DB01588,2562
DB01594,2562
DB00292,2562
DB00334,2562
DB00690,2562
DB00801,2562
DB00842,2562
DB00404,2562
DB00031,2243
DB00364,2243
DB00009,2243
DB05675,2243
DB00015,2243
DB04919,2243
DB05099,2243
DB00029,2243
DB02010,5294
DB06836,5294
DB02656,5294
DB05241,5294
DB07503,5294
DB08300,5294
DB07335,5294
DB08059,5294
DB07073,5294
DB04769,5294
DB04216,5294
DB06831,5294
DB02375,5294
DB00041,3560
DB00111,3560
DB00074,3560
DB00004,3560
DB00514,1536
DB00087,713
DB00078,713
DB00112,713
DB00081,713
DB00002,713
DB00095,713
DB00110,713
DB00075,713
DB00056,713
DB00092,713
DB00074,713
DB00005,713
DB00051,713
DB00072,713
DB00054,713
DB00073,713
DB00108,713
DB00111,713
DB01496,2558
DB00349,2558
DB00186,2558
DB01355,2558
DB00849,2558
DB00628,2558
DB00898,2558
DB01351,2558
DB01352,2558
DB00829,2558
DB00475,2558
DB00659,2558
DB00273,2558
DB05087,2558
DB00690,2558
DB00292,2558
DB01068,2558
DB00801,2558
DB00404,2558
DB01559,2558
DB00543,2558
DB00599,2558
DB00231,2558
DB00306,2558
DB01236,2558
DB00228,2558
DB01595,2558
DB00897,2558
DB01589,2558
DB00237,2558
DB01107,2558
DB00402,2558
DB00312,2558
DB01567,2558
DB01354,2558
DB00683,2558
DB01353,2558
DB01588,2558
DB00241,2558
DB01189,2558
DB00418,2558
DB00842,2558
DB00189,2558
DB01198,2558
DB00546,2558
DB00794,2558
DB01215,2558
DB00463,2558
DB01544,2558
DB00334,2558
DB00753,2558
DB01437,2558
DB01028,2558
DB01594,2558
DB00818,2558
DB01159,2558
DB01708,2558
DB00371,2558
DB01049,2558
DB01483,2558
DB01205,2558
DB01558,2558
DB02648,1384
DB01992,1384
DB00583,1384
DB00025,433
DB01834,2950
DB04077,2950
DB00515,2950
DB04339,2950
DB01008,2950
DB01242,2950
DB00143,2950
DB00526,2950
DB03003,2950
DB00773,2950
DB04132,2950
DB05460,2950
DB03686,2950
DB07849,2950
DB02633,2950
DB08370,2950
DB00163,2950
DB00291,2950
DB03814,2950
DB01915,2950
DB04972,2950
DB00958,2950
DB08690,10975
DB04799,10975
DB07763,10975
DB07778,10975
DB08330,10975
DB08453,10975
DB07401,10975
DB04464,1350
DB02659,1350
DB00945,5564
DB00131,5564
DB00331,5564
DB09078,2324
DB05075,2324
DB08896,2324
DB06101,2324
DB06626,2324
DB04879,2324
DB06080,2324
DB06589,2324
DB00398,2324
DB01268,2324
DB09079,2324
DB06603,10014
DB00558,4759
DB03991,4759
DB07960,4759
DB00198,4759
DB03575,116443
DB00333,116443
DB06741,116443
DB01221,116443
DB00289,116443
DB01549,116443
DB00898,116443
DB06738,116443
DB00418,116443
DB00392,116443
DB00949,116443
DB04926,116443
DB01520,116443
DB00996,116443
DB01159,116443
DB01043,116443
DB01161,116443
DB00312,116443
DB01174,116443
DB00721,116443
DB01708,116443
DB06151,116443
DB01173,116443
DB00915,116443
DB04896,116443
DB00514,116443
DB00659,116443
DB00142,116443
DB00193,116443
DB01196,4133
DB01248,4133
DB01229,4133
DB01611,54106
DB05463,54106
DB00608,54106
DB05475,54106
DB04395,6733
DB00173,6733
DB02733,6733
DB03461,7923
DB00157,7923
DB01588,2570
DB00231,2570
DB01558,2570
DB01567,2570
DB00690,2570
DB01594,2570
DB01595,2570
DB01559,2570
DB00683,2570
DB00546,2570
DB00801,2570
DB00842,2570
DB00897,2570
DB00829,2570
DB01215,2570
DB01589,2570
DB07401,27089
DB08330,27089
DB04141,27089
DB04799,27089
DB08453,27089
DB07763,27089
DB07778,27089
DB08690,27089
DB00518,7846
DB03010,7846
DB01873,7846
DB00570,7846
DB07574,7846
DB05147,7846
DB00643,7846
DB02325,7124
DB00852,7124
DB05218,7124
DB01041,7124
DB01411,7124
DB05412,7124
DB00005,7124
DB05066,7124
DB01427,7124
DB00051,7124
DB00668,7124
DB05879,7124
DB05744,7124
DB01296,7124
DB06674,7124
DB00608,7124
DB08904,7124
DB05250,7124
DB00065,7124
DB05767,7124
DB05676,7124
DB05470,7124
DB05758,7124
DB05303,7124
DB05207,7124
DB01407,7124
DB05869,7124
DB05017,7124
DB04956,7124
DB08910,7124
DB04464,1345
DB02659,1345
DB04315,7284
DB01873,10382
DB03010,10382
DB05147,10382
DB06042,10382
DB00599,2898
DB00463,2898
DB01355,2898
DB00849,2898
DB00312,2898
DB00241,2898
DB01352,2898
DB01483,2898
DB00142,2898
DB02999,2898
DB02852,2898
DB00418,2898
DB01174,2898
DB01496,2898
DB03425,2898
DB00237,2898
DB01354,2898
DB00794,2898
DB00306,2898
DB01351,2898
DB01353,2898
DB02262,1723
DB05125,1723
DB07975,1723
DB08880,1723
DB03247,1723
DB03523,1723
DB08006,1723
DB02613,1723
DB04281,1723
DB04147,1723
DB07976,1723
DB03480,1723
DB07559,1723
DB07978,1723
DB07443,1723
DB01117,1723
DB07977,1723
DB07561,1723
DB08172,1723
DB03805,1723
DB08169,1723
DB04583,1723
DB07646,1723
DB01097,1723
DB08008,1723
DB08249,1723
DB02281,4507
DB02158,4507
DB02933,4507
DB02282,4507
DB00173,4507
DB08164,1803
DB03253,1803
DB01884,1803
DB07067,1803
DB06127,1803
DB08672,1803
DB08445,1803
DB07271,1803
DB05001,1803
DB07412,1803
DB07021,1803
DB06993,1803
DB04578,1803
DB06939,1803
DB07081,1803
DB06880,1803
DB07193,1803
DB03660,1803
DB07830,1803
DB08051,1803
DB07851,1803
DB07239,1803
DB06203,1803
DB07135,1803
DB07356,1803
DB04577,1803
DB08504,1803
DB07072,1803
DB08882,1803
DB08530,1803
DB04491,1803
DB07015,1803
DB07092,1803
DB05065,1803
DB07181,1803
DB07154,1803
DB07666,1803
DB04876,1803
DB06994,1803
DB01261,1803
DB06335,1803
DB02004,1803
DB07482,1803
DB08382,1803
DB08588,1803
DB07328,1803
DB07465,1803
DB08024,1803
DB08429,1803
DB08044,1803
DB07779,1803
DB06655,1803
DB08743,1803
DB01076,1803
DB08750,4843
DB00997,4843
DB07405,4843
DB03144,4843
DB03271,4843
DB01110,4843
DB04400,4843
DB07011,4843
DB08214,4843
DB07389,4843
DB06879,4843
DB02207,4843
DB05252,4843
DB07029,4843
DB02692,4843
DB08814,4843
DB06916,4843
DB03953,4843
DB07306,4843
DB07003,4843
DB00155,4843
DB07002,4843
DB00125,4843
DB01234,4843
DB03449,4843
DB07388,4843
DB07007,4843
DB02234,4843
DB02533,4843
DB04534,4843
DB07008,4843
DB02539,4843
DB02462,4843
DB02644,4843
DB02044,4843
DB07318,4843
DB01835,4843
DB03100,4843
DB01686,4843
DB01997,4843
DB05214,4843
DB00197,54577
DB00688,54577
DB01024,54577
DB00674,57053
DB01116,57053
DB00184,57053
DB01090,57053
DB00898,57053
DB00333,57053
DB05137,57053
DB01161,57053
DB05740,57053
DB05069,57053
DB00202,57053
DB03435,360203
DB04355,360203
DB02379,360203
DB03685,360203
DB04465,360203
DB05249,1441
DB00019,1441
DB00099,1441
DB06097,1062
DB01241,5465
DB01890,5465
DB07724,5465
DB00636,5465
DB00328,5465
DB04971,5465
DB08915,5465
DB05187,5465
DB01708,5465
DB07215,5465
DB01393,5465
DB01039,5465
DB00126,5351
DB00139,5351
DB06616,25
DB03878,25
DB05184,25
DB08231,25
DB08043,25
DB08350,25
DB08896,25
DB08583,25
DB04868,25
DB00619,25
DB07831,25
DB00171,25
DB08901,25
DB08339,25
DB01254,25
DB01251,3764
DB01289,3764
DB00914,3764
DB01016,3764
DB01154,3764
DB00922,3764
DB01392,3764
DB04444,2779
DB04315,2779
DB02994,2779
DB00949,1571
DB01435,1571
DB01174,1571
DB01204,1571
DB02701,1571
DB01236,1571
DB00208,1571
DB00882,1571
DB01223,1571
DB00170,1571
DB00851,1571
DB01151,1571
DB04794,1571
DB00898,1571
DB00633,1571
DB01136,1571
DB00109,1571
DB00972,1571
DB00703,1571
DB01628,1571
DB01041,1571
DB01558,1571
DB00379,1571
DB01028,1571
DB01115,1571
DB00428,1571
DB04977,1571
DB01007,1571
DB00753,1571
DB00835,1571
DB00176,1571
DB01131,1571
DB00356,1571
DB00359,1571
DB00675,1571
DB00822,1571
DB01412,1571
DB01167,1571
DB00118,1571
DB01234,1571
DB08846,1571
DB00763,1571
DB00321,1571
DB00690,1571
DB06201,1571
DB00503,1571
DB00908,1571
DB00184,1571
DB00549,1571
DB01100,1571
DB00780,1571
DB04858,1571
DB00679,1571
DB00683,1571
DB01079,1571
DB01213,1571
DB00347,1571
DB01544,1571
DB01110,1571
DB01011,1571
DB00259,1571
DB05708,1571
DB00969,1571
DB00371,1571
DB01159,1571
DB00752,1571
DB00041,1571
DB01173,1571
DB04077,1571
DB00203,1571
DB00748,1571
DB00818,1571
DB04946,1571
DB01198,1571
DB00257,1571
DB06689,1571
DB00904,1571
DB01085,1571
DB06712,1571
DB00363,1571
DB00201,1571
DB00228,1571
DB00586,1571
DB00655,1571
DB00526,1571
DB00277,1571
DB08868,1571
DB00593,1571
DB00623,1571
DB00883,1571
DB00250,1571
DB00255,1571
DB00773,1571
DB00316,1571
DB00622,1571
DB01403,1571
DB00514,1571
DB06774,1571
DB00951,1571
DB01586,1571
DB00918,1571
DB01037,1571
DB00636,1571
DB01068,1571
DB00829,1571
DB00617,1571
DB06770,1571
DB00215,1571
DB01191,1571
DB01127,1571
DB01296,1571
DB05109,1571
DB06637,1571
DB00599,1571
DB00540,1571
DB04920,1571
DB01045,1571
DB00468,1571
DB00501,1571
DB01595,1571
DB06728,1571
DB01156,1571
DB03783,1571
DB01355,1571
DB01394,1571
DB00158,1571
DB00477,1571
DB00458,1571
DB01782,9479
DB07272,9479
DB07218,9479
DB07276,9479
DB01159,387129
DB06917,4048
DB07102,4048
DB06828,4048
DB07099,4048
DB07292,4048
DB07104,4048
DB07196,4048
DB07259,4048
DB07258,4048
DB08040,4048
DB05745,4048
DB01197,4048
DB08466,4048
DB03424,4048
DB07094,4048
DB06851,4048
DB02352,4048
DB07260,4048
DB07237,4048
DB02062,4048
DB05177,4048
DB07162,3717
DB08895,3717
DB04716,3717
DB07161,3717
DB08877,3717
DB08183,3717
DB05243,3717
DB08067,3717
DB00408,3361
DB00334,3361
DB06216,3361
DB00741,301
DB01234,301
DB00288,301
DB02379,3456
DB00163,2939
DB00636,2939
DB00903,2939
DB01008,2939
DB00143,2939
DB00608,2939
DB00993,2939
DB07157,1360
DB06921,1360
DB04272,1360
DB07182,1360
DB04723,1360
DB07136,1360
DB07269,1360
DB06835,1360
DB02325,8732
DB05216,3815
DB01254,3815
DB05153,3815
DB05913,3815
DB08896,3815
DB09078,3815
DB05146,3815
DB01962,3815
DB06080,3815
DB00619,3815
DB06589,3815
DB00398,3815
DB08901,3815
DB04868,3815
DB01268,3815
DB00887,1080
DB08820,1080
DB09280,1080
DB04522,1080
DB04941,1080
DB04395,1080
DB01050,1080
DB01016,1080
DB02236,2618
DB00642,2618
DB03546,2618
DB02701,23408
DB02059,23408
DB03478,23408
DB04786,23408
DB07330,142
DB07232,142
DB03509,142
DB07787,142
DB03722,142
DB07096,142
DB03072,142
DB03073,142
DB02701,142
DB04010,142
DB09074,142
DB02498,142
DB02690,142
DB00019,1991
DB02341,1991
DB05161,1991
DB03925,1991
DB00099,1991
DB00058,1991
DB05676,3458
DB05111,3458
DB01296,3458
DB01250,3458
DB05110,3458
DB07479,5423
DB03222,5423
DB00987,5423
DB00441,978
DB01101,978
DB00987,978
DB05314,978
DB00928,978
DB03185,978
DB00509,7173
DB00550,7173
DB00389,7173
DB00763,7173
DB04741,7384
DB07763,7384
DB07401,7384
DB07778,7384
DB04141,7384
DB08690,7384
DB08453,7384
DB04799,7384
DB08330,7384
DB00502,1812
DB05816,1812
DB00413,1812
DB01063,1812
DB00850,1812
DB00679,1812
DB00246,1812
DB00370,1812
DB00397,1812
DB00696,1812
DB01200,1812
DB01235,1812
DB01049,1812
DB01224,1812
DB00988,1812
DB00508,1812
DB01267,1812
DB00623,1812
DB00477,1812
DB00372,1812
DB04946,1812
DB05271,1812
DB00714,1812
DB01186,1812
DB00458,1812
DB00248,1812
DB01624,1812
DB01403,1812
DB06216,1812
DB00875,1812
DB00363,1812
DB00543,1812
DB01623,1812
DB00805,1812
DB00568,1812
DB00800,1812
DB00353,1812
DB01238,1812
DB00777,1812
DB06148,1812
DB00420,1812
DB00589,1812
DB01608,1812
DB00334,1812
DB01239,1812
DB01622,1812
DB00734,1812
DB01038,1812
DB01621,1812
DB00268,1812
DB00408,1812
DB00726,1812
DB01614,1812
DB00157,50814
DB00898,1141
DB00514,1141
DB00674,1141
DB05740,1141
DB00184,1141
DB05458,1141
DB05855,1141
DB05472,3454
DB00022,3454
DB00034,3454
DB05258,3454
DB00060,3454
DB00069,3454
DB00018,3454
DB00105,3454
DB00068,3454
DB00008,3454
DB00011,3454
DB03039,760
DB06891,760
DB00311,760
DB07048,760
DB03596,760
DB00562,760
DB02221,760
DB03844,760
DB04763,760
DB04600,760
DB00695,760
DB00606,760
DB08659,760
DB02610,760
